#{"t_start": 1543915150.994719, "env_id": "BaxterReachEnv-v15"}
r,l,t
-65.993759,100,2.834607
-45.410204,100,4.68703
-43.33144,100,6.505506
-39.427889,100,8.267861
-68.221045,100,10.049922
-43.72095,100,11.764417
-44.594234,100,13.510886
-43.34387,100,15.376759
-66.365106,100,17.244215
-37.599512,100,18.985146
-71.336304,100,20.874358
-42.822924,100,22.698029
-50.812676,100,24.488347
-59.488037,100,26.241325
-47.265007,100,28.110332
-53.199549,100,29.940784
-47.84341,100,31.713696
-62.71026,100,33.48215
-40.734569,100,35.224383
-44.807811,100,36.957093
-63.734968,100,38.716567
-34.986534,100,40.482603
-66.264284,100,42.279813
-43.736435,100,44.010149
-34.295233,100,45.751102
-58.634663,100,47.476687
-58.861695,100,49.249888
-58.585335,100,51.17863
-48.573857,100,53.02081
-40.40856,100,54.753165
-69.369864,100,56.480983
-38.04683,100,58.217555
-39.427097,100,59.959434
-41.194655,100,61.687739
-39.110002,100,63.435415
-43.923042,100,65.171309
-45.110738,100,66.945542
-45.040992,100,68.702448
-48.228454,100,70.474607
-69.826104,100,72.261365
-35.900412,100,74.081289
-60.890808,100,75.878042
-68.099257,100,77.623271
-34.572566,100,79.441672
-50.763407,100,81.237719
-53.005486,100,83.096312
-38.19418,100,84.916551
-49.622076,100,86.667433
-55.987298,100,88.441465
-58.357404,100,90.317423
-36.492144,100,92.201555
-57.50775,100,94.431571
-87.129023,100,96.608704
-74.116874,100,98.685171
-121.390182,100,100.579069
-127.019882,100,102.424171
-137.944705,100,104.368368
-142.748519,100,106.342526
-141.462184,100,108.250117
-129.921898,100,110.290998
-135.955119,100,112.152443
-151.520436,100,114.155062
-106.654864,100,116.195557
-89.080024,100,118.338945
-86.148964,100,120.241897
-84.502522,100,122.156045
-86.909357,100,124.0871
-91.652675,100,126.116154
-99.973193,100,128.099411
-110.368836,100,130.081059
-133.976854,100,131.900525
-139.359373,100,133.711095
-130.230636,100,135.606886
-101.250726,100,137.51048
-115.468069,100,139.435809
-101.495494,100,141.354082
-119.9305,100,143.287429
-92.47701,100,145.319556
-97.733801,100,147.359611
-90.043263,100,149.408166
-113.878728,100,151.400943
-106.397576,100,153.492721
-99.398993,100,155.429158
-103.978954,100,157.344757
-118.694119,100,159.275144
-122.100027,100,161.189884
-127.92012,100,163.233948
-135.435397,100,165.090064
-139.51617,100,166.853554
-154.285488,100,168.62872
-169.442924,100,170.538625
-179.793243,100,172.331807
-176.321562,100,174.060787
-163.163484,100,175.799899
-154.709203,100,177.588056
-165.778072,100,179.413016
-168.159998,100,181.247506
-186.329351,100,183.07349
-158.275399,100,184.944849
-160.740961,100,186.799461
-155.854391,100,188.716163
-184.755443,100,190.607155
-168.474876,100,192.383028
-163.312555,100,194.119103
-185.998126,100,195.960055
-164.939864,100,197.823221
-170.486043,100,199.676623
-188.896284,100,201.52043
-189.88693,100,203.222877
-178.088287,100,205.03731
-188.13281,100,206.989794
-166.75828,100,208.877745
-181.598292,100,210.729462
-170.741141,100,212.588424
-164.346502,100,214.547885
-176.274191,100,216.517977
-160.92945,100,218.366465
-148.477068,100,220.130729
-155.80682,100,222.012143
-110.163665,100,224.055849
-46.021598,100,226.157378
-42.750437,100,228.473901
-33.525648,100,230.729371
-47.89442,100,233.014065
-40.213729,100,235.310858
-16.073135,100,237.472316
-22.241463,100,239.584599
-27.620136,100,241.647682
-48.060077,100,243.728288
-29.16936,100,246.032267
-29.571354,100,248.144702
-51.147626,100,250.320852
-48.323599,100,252.503691
-50.740242,100,254.626311
-88.858796,100,256.742475
-89.221338,100,258.92697
-116.606848,100,260.896782
-129.182381,100,262.884147
-142.102168,100,264.861675
-127.210088,100,266.898863
-123.532077,100,268.824394
-138.324402,100,270.732903
-140.130481,100,272.64145
-126.780325,100,274.628686
-151.469745,100,276.647046
-121.281052,100,278.530449
-117.655291,100,280.441226
-140.213074,100,282.504943
-127.145448,100,284.47166
-139.722903,100,286.429947
-147.804717,100,288.374888
-131.100001,100,290.217714
-130.436114,100,292.052006
-127.354323,100,293.890266
-134.156812,100,295.69979
-125.120185,100,297.509283
-131.919921,100,299.281146
-118.054173,100,300.915037
-120.403405,100,302.56016
-130.256688,100,304.228817
-113.289311,100,306.004656
-144.378727,100,307.807618
-131.667139,100,309.654247
-144.221924,100,311.646385
-155.841642,100,313.507811
-161.355453,100,315.310358
-127.490368,100,317.096634
-134.375678,100,318.8948
-101.31835,100,320.690547
-119.124663,100,322.484471
-117.205375,100,324.349267
-129.974753,100,326.282793
-104.706958,100,328.183894
-115.510215,100,330.107952
-95.136886,100,332.000778
-55.827027,100,333.954408
-56.3776,100,335.945977
-100.88775,100,337.919872
-101.835554,100,339.954956
-74.493903,100,341.920608
-80.621287,100,344.012499
-73.780665,100,346.476869
-29.158444,100,348.956825
-75.626282,100,351.131316
-75.481907,100,353.225785
-108.815833,100,355.287325
-116.62578,100,357.250558
-147.61683,100,359.301201
-106.725582,100,361.760679
-135.598541,100,364.001054
-112.480648,100,366.962459
-132.9148,100,368.997426
-107.249708,100,371.532237
-117.012836,100,373.899545
-141.554965,100,376.344022
-121.420474,100,378.731343
-124.813621,100,381.125125
-108.295098,100,383.545147
-132.530663,100,386.091286
-110.985583,100,388.443034
-133.04771,100,390.721181
-114.803622,100,392.992716
-115.175421,100,395.254079
-111.351488,100,397.508746
-110.430862,100,399.769894
-129.840724,100,402.153653
-109.201227,100,404.572624
-143.287366,100,406.90109
-107.798983,100,409.182541
-127.704975,100,411.464259
-115.462529,100,413.741615
-120.047298,100,416.029876
-128.265071,100,418.36554
-107.391012,100,420.820002
-117.465516,100,423.211099
-52.175481,100,425.559997
-83.209865,100,428.251937
-99.658395,100,430.91052
-107.055167,100,433.654496
-79.382894,100,436.54036
-77.760275,100,439.218325
-113.66596,100,441.596992
-108.237206,100,443.890644
-131.646259,100,446.174325
-120.415346,100,448.544353
-112.438359,100,450.987056
-135.519685,100,453.347235
-109.864479,100,455.71759
-118.476188,100,458.170291
-141.213947,100,460.520429
-112.109549,100,462.846932
-143.226898,100,465.306704
