"#{""t_start"": 1543729345.3484435"," ""env_id"": ""BaxterReachEnv-v11""}",
r,l,t
-82.900686,100,15368.39861
-85.21287,100,15370.82893
-80.903175,100,15373.23189
-52.459894,100,15375.63874
-84.481594,100,15378.02071
-52.460984,100,15380.47755
-85.837011,100,15382.93904
-50.482043,100,15385.38889
-74.482302,100,15387.7995
-49.009446,100,15390.19679
-89.379544,100,15392.52807
-96.031345,100,15395.00402
-85.899594,100,15397.53623
-66.615954,100,15400.05804
-104.473087,100,15402.53186
-61.434774,100,15405.02378
-70.364342,100,15407.5517
-59.49004,100,15409.94563
-47.03424,100,15412.42618
-58.344185,100,15414.86554
-85.989542,100,15417.37808
-59.779979,100,15419.77729
-76.890499,100,15422.42426
-99.175309,100,15424.90141
-61.214565,100,15427.47201
-68.135091,100,15430.04047
-62.852322,100,15432.41874
-83.364698,100,15434.83552
-74.102202,100,15437.24789
-89.163796,100,15439.62009
-60.696536,100,15442.12216
-64.089948,100,15444.4876
-55.440696,100,15446.87821
-62.571895,100,15449.39456
-65.386758,100,15451.86829
-65.353095,100,15454.34702
-58.148949,100,15456.68367
-55.752127,100,15459.19077
-62.25771,100,15461.70108
-62.029699,100,15464.17397
-57.625023,100,15466.54841
-66.946658,100,15469.14013
-95.710613,100,15471.77587
-67.355021,100,15474.36993
-66.545991,100,15476.72252
-60.216891,100,15479.23506
-53.335021,100,15481.65462
-78.926439,100,15484.25993
-77.225479,100,15486.74914
-60.756384,100,15489.18217
-86.403666,100,15491.60295
-59.786032,100,15494.05179
-74.856875,100,15496.49188
-62.594183,100,15498.85876
-78.167293,100,15501.29372
-62.412146,100,15503.84482
-92.67918,100,15506.32611
-45.456664,100,15508.87977
-64.896838,100,15511.27527
-62.676343,100,15513.6104
-61.995843,100,15516.15135
-61.937545,100,15518.56118
-57.502222,100,15520.78312
-59.638326,100,15523.24465
-86.20657,100,15525.66801
-62.471595,100,15528.16903
-60.1149,100,15530.59776
-63.935749,100,15533.04172
-66.157033,100,15535.60678
-61.649444,100,15537.98042
-65.109451,100,15540.28783
-61.152591,100,15542.76611
-63.400801,100,15545.2452
-60.139561,100,15547.68451
-67.662465,100,15550.06558
-65.637907,100,15552.4564
-62.846493,100,15554.93813
-58.379514,100,15557.43638
-65.26356,100,15559.81423
-85.988435,100,15562.20971
-62.791322,100,15564.63903
-44.965143,100,15567.13003
-60.531236,100,15569.72636
-62.11956,100,15572.3336
-78.458491,100,15574.9766
-77.255089,100,15577.27442
-63.850552,100,15579.70971
-63.687721,100,15582.17448
-65.005985,100,15584.57782
-64.441899,100,15586.84631
-65.003679,100,15589.24642
-62.207249,100,15591.75905
-66.726919,100,15594.16915
-61.747277,100,15596.79111
-65.003919,100,15599.14119
-69.839388,100,15601.6232
-64.261946,100,15604.18621
-63.865496,100,15606.63849
-68.271448,100,15609.0762
-60.275737,100,15611.35353
-60.025595,100,15613.82518
-61.668314,100,15616.23122
-61.109482,100,15618.67375
-63.019197,100,15621.15293
-45.572989,100,15623.64253
-58.765022,100,15626.10882
-60.218786,100,15628.63183
-62.086331,100,15630.9682
-61.511675,100,15633.39685
-59.70188,100,15636.02028
-59.158915,100,15638.61908
-75.293868,100,15641.12139
-73.229654,100,15643.43295
-59.373956,100,15645.76705
-88.030454,100,15648.0878
-61.322065,100,15650.59227
-55.075872,100,15653.04525
-73.209054,100,15655.42947
-62.053779,100,15657.94912
-62.319739,100,15660.64244
-62.462325,100,15663.13207
-65.40475,100,15665.46424
-68.896888,100,15667.87275
-62.748752,100,15670.26792
-64.805139,100,15672.81435
-79.548603,100,15675.31379
-79.706636,100,15677.68593
-58.026627,100,15680.13049
-58.042771,100,15682.51409
-61.657341,100,15684.96523
-82.646698,100,15687.29206
-59.785676,100,15689.83059
-83.363312,100,15692.17896
-88.427939,100,15694.74438
-61.202532,100,15697.19129
-49.196385,100,15699.62388
-57.771811,100,15701.95142
-78.410283,100,15704.29486
-60.426614,100,15706.61178
-69.00731,100,15708.99666
-58.62884,100,15711.53559
-57.735659,100,15713.94081
-56.533577,100,15716.44478
-56.455438,100,15718.88565
-59.480251,100,15721.35095
-58.904468,100,15723.71746
-62.719363,100,15726.17503
-71.852111,100,15728.61802
-60.670755,100,15731.09899
-62.905076,100,15733.44916
-57.091772,100,15735.85651
-52.481054,100,15738.43962
-59.388806,100,15740.88622
-58.893968,100,15743.21692
-61.8583,100,15745.65152
-88.042893,100,15748.28822
-63.570439,100,15750.83523
-59.341052,100,15753.28572
-59.103763,100,15755.72064
-55.068827,100,15758.09708
-59.746591,100,15760.46783
-65.079215,100,15762.93436
-63.594376,100,15765.42748
-59.693164,100,15767.84372
-63.472378,100,15770.33475
-61.167788,100,15772.76015
-61.643051,100,15775.17207
-63.740671,100,15777.59454
-70.550418,100,15780.11953
-81.971723,100,15782.53542
-87.82476,100,15784.87027
-54.798423,100,15787.4403
-59.743248,100,15789.74476
-61.91891,100,15792.33825
-59.005633,100,15794.82313
-80.022611,100,15797.48336
-60.949177,100,15800.05171
-59.322129,100,15802.70228
-74.188972,100,15805.37152
-59.468532,100,15808.05807
-58.019328,100,15810.54702
-55.918995,100,15812.92122
-57.372791,100,15815.62811
-57.932197,100,15818.18977
-56.15173,100,15820.66782
-55.512009,100,15823.0867
-88.878201,100,15825.5088
-51.500748,100,15827.85829
-57.142115,100,15830.2276
-59.691592,100,15832.76077
-62.513545,100,15835.24624
-55.035909,100,15837.87922
-85.049697,100,15840.37403
-76.254071,100,15842.92792
-55.019522,100,15845.4314
-68.744547,100,15847.73742
-87.219414,100,15850.35308
-59.161918,100,15852.97968
-56.614105,100,15855.52772
-57.334872,100,15857.99456
-45.500715,100,15860.32572
-55.31401,100,15862.71376
-52.723586,100,15865.12671
-48.370591,100,15867.69057
-54.445086,100,15869.92608
-57.009946,100,15872.39206
-61.563733,100,15874.99224
-81.929018,100,15877.60455
-47.548242,100,15880.09471
-62.862579,100,15882.64174
-85.299307,100,15885.13461
-56.502398,100,15887.68783
-57.269997,100,15890.16922
-57.614881,100,15892.53489
-56.737279,100,15894.9764
-95.130668,100,15897.54584
-56.959258,100,15899.94483
-59.589697,100,15902.56624
-52.795491,100,15905.0976
-56.947275,100,15907.38586
-63.225506,100,15909.89227
-53.451692,100,15912.3987
-55.859491,100,15914.77447
-54.408094,100,15917.19223
-59.650042,100,15919.63974
-52.510639,100,15922.06561
-41.057228,100,15924.60709
-56.659789,100,15927.09549
-50.687279,100,15929.39805
-51.955253,100,15931.81752
-91.579083,100,15934.45721
-57.999849,100,15936.82302
-57.052952,100,15939.25542
-60.00218,100,15941.86629
-59.977114,100,15944.42209
-60.599355,100,15947.00883
-62.071184,100,15949.32408
-92.379863,100,15951.72294
-53.996792,100,15954.27447
-64.679464,100,15956.63167
-59.387007,100,15959.00672
-53.718276,100,15961.40396
-44.515563,100,15963.9581
-60.130754,100,15966.57601
-55.050429,100,15968.94076
-47.333512,100,15971.39961
-58.817731,100,15973.9909
-62.672141,100,15976.38852
-89.453218,100,15978.79161
-65.709689,100,15981.35038
-55.125085,100,15983.82643
-82.170667,100,15986.32268
-64.811682,100,15988.61429
-101.590078,100,15991.0838
-68.129391,100,15993.61567
-62.622283,100,15996.26065
-60.190166,100,15998.76687
-90.009479,100,16001.24263
-58.675252,100,16003.6976
-59.973662,100,16006.07468
-56.087874,100,16008.62517
-57.668291,100,16011.01121
-51.554181,100,16013.44115
-59.479025,100,16015.81357
-65.197624,100,16018.34214
-90.655183,100,16020.90119
-48.53869,100,16023.36928
-95.702142,100,16025.85932
-53.170801,100,16028.27744
-55.564779,100,16030.83971
-58.527193,100,16033.32208
-54.833665,100,16035.80575
-61.574177,100,16038.24091
-54.15305,100,16040.66035
-76.115274,100,16043.16157
-57.406203,100,16045.67018
-88.949805,100,16048.12275
-57.651838,100,16050.759
-44.270565,100,16053.21211
-50.726056,100,16055.59672
-62.642107,100,16058.00741
-89.611827,100,16060.59766
-56.718902,100,16063.27144
-47.912931,100,16065.70231
-79.563005,100,16068.19902
-60.536681,100,16070.77499
-59.649938,100,16073.19298
-58.629606,100,16075.6655
-77.906009,100,16078.1595
-60.975659,100,16080.71478
-41.314652,100,16083.20194
-63.138255,100,16085.65962
-64.024526,100,16088.04433
-59.92774,100,16090.41011
-63.663275,100,16092.92597
-92.862102,100,16095.37526
-50.108988,100,16097.85522
-72.285267,100,16100.41953
-58.032339,100,16102.85756
-59.028774,100,16105.29847
-64.395867,100,16107.77346
-48.403653,100,16110.3405
-57.935006,100,16112.7089
-88.047891,100,16115.2077
-54.522719,100,16117.77015
-57.005518,100,16120.15259
-56.395545,100,16122.48987
-50.97171,100,16124.8679
-49.671397,100,16127.46483
-49.963083,100,16129.9332
-89.362287,100,16132.39677
-82.392464,100,16134.67781
-81.36365,100,16137.05415
-53.208607,100,16139.37047
-89.002178,100,16141.76521
-64.003465,100,16144.33917
-75.4785,100,16146.78063
-95.979916,100,16149.32061
-61.218976,100,16151.5435
-85.937239,100,16153.97157
-57.214602,100,16156.36356
-46.488636,100,16158.70954
-69.573393,100,16161.17857
-50.36005,100,16163.53589
-46.218288,100,16165.98381
-49.096621,100,16168.4686
-55.913437,100,16171.07226
-83.687979,100,16173.56584
-46.776479,100,16176.0167
-51.758523,100,16178.56519
-91.219691,100,16181.05208
-57.191985,100,16183.52573
-66.410667,100,16185.82783
-66.742823,100,16188.30721
-64.947823,100,16190.73307
-102.506171,100,16193.27321
-49.217511,100,16195.53887
-76.192817,100,16198.09275
-58.745977,100,16200.49854
-48.059183,100,16203.01257
-50.826941,100,16205.49549
-52.526892,100,16207.94694
-84.1987,100,16210.49556
-49.988647,100,16212.86772
-42.89772,100,16215.31162
-60.59221,100,16217.78303
-45.364979,100,16220.20669
-77.368359,100,16222.77506
-51.110615,100,16225.146
-87.258255,100,16227.72431
-74.420548,100,16230.24322
-71.193933,100,16232.62305
-58.712218,100,16235.20447
-50.196782,100,16237.62279
-49.067132,100,16240.05252
-61.735054,100,16242.40623
-65.545631,100,16244.87689
-90.088134,100,16247.29854
-71.724095,100,16249.7899
-54.698159,100,16252.27268
-71.403309,100,16254.66678
-83.841263,100,16257.10862
-68.420193,100,16259.50431
-42.770339,100,16261.92022
-55.601266,100,16264.32592
-52.908234,100,16266.66427
-46.504023,100,16268.9336
-45.475889,100,16271.30589
-80.517448,100,16273.95512
-48.719256,100,16276.33362
-40.586509,100,16278.70435
-64.932745,100,16280.9838
-60.380684,100,16283.50795
-56.195226,100,16285.85587
-76.35555,100,16288.27734
-80.68446,100,16290.65833
-59.907167,100,16292.97928
-51.391005,100,16295.33473
-34.6601,100,16297.90438
-69.654095,100,16300.3108
-62.578261,100,16302.51837
-48.445855,100,16304.9322
-46.202326,100,16307.2697
-65.690967,100,16309.63228
-41.767079,100,16312.03033
-41.730126,100,16314.4257
-84.453817,100,16316.93434
-87.618365,100,16319.2438
-52.236447,100,16321.69359
-48.158209,100,16324.13336
-54.610913,100,16326.53794
-42.080757,100,16328.75959
-46.069091,100,16331.13387
-44.709648,100,16333.4101
-77.114974,100,16335.93797
-41.285822,100,16338.34706
-33.02478,100,16340.57514
-45.651449,100,16342.93696
-27.357665,100,16345.26157
-47.649939,100,16347.58689
-48.133434,100,16349.92282
-52.81116,100,16352.18961
-80.707102,100,16354.55253
-52.674396,100,16356.95392
-54.791872,100,16359.18345
-33.093322,100,16361.49577
-32.603217,100,16363.73424
-30.024495,100,16366.29848
-53.217725,100,16368.63526
-45.266864,100,16371.05004
-50.024127,100,16373.55681
-47.980035,100,16375.97731
-23.583306,100,16378.27998
-51.091022,100,16380.63449
-31.157301,100,16382.99469
-20.570422,100,16385.25587
-69.415315,100,16387.57323
-28.839757,100,16390.01394
-44.469772,100,16392.47248
-59.447318,100,16394.77252
-37.869917,100,16397.12761
-33.867147,100,16399.54347
-26.217598,100,16401.81592
-44.024539,100,16404.15852
-32.256481,100,16406.5561
-41.390445,100,16409.04452
-35.970241,100,16411.33256
-26.531903,100,16413.62392
-45.614511,100,16415.80667
-31.562169,100,16418.06579
-27.494829,100,16420.31266
-45.21623,100,16422.71448
-74.826037,100,16425.24047
-45.259214,100,16427.59367
-37.762296,100,16429.81433
-38.138339,100,16432.28457
-44.807822,100,16434.84022
-55.508903,100,16437.13458
-41.394512,100,16439.44114
-30.192811,100,16441.69896
-37.420618,100,16443.89288
-68.814942,100,16446.25863
-83.38287,100,16448.73304
-47.08075,100,16451.07646
-43.461351,100,16453.40258
-37.996518,100,16455.63582
-50.765977,100,16457.98518
-74.190426,100,16460.34127
-29.036057,100,16462.56668
-43.871235,100,16465.10559
-90.379707,100,16467.5031
-72.820606,100,16469.71862
-68.904521,100,16472.00533
-49.013945,100,16474.45031
-75.342668,100,16476.81554
-48.980469,100,16479.29789
-86.82645,100,16481.88463
-46.869803,100,16484.2468
-45.958722,100,16486.56303
-82.213563,100,16488.88135
-78.464893,100,16491.16977
-90.004309,100,16493.58505
-76.439111,100,16495.80618
-45.151866,100,16498.43231
-77.477128,100,16500.80036
-43.605839,100,16503.07066
-78.384558,100,16505.69158
-70.216218,100,16508.18988
-48.571302,100,16510.59088
-66.626387,100,16512.96267
-67.252801,100,16515.24497
-39.95246,100,16517.5693
-40.141511,100,16519.9341
-85.451267,100,16522.24194
-78.737669,100,16524.69933
-51.116148,100,16527.10876
-45.364699,100,16529.49936
-44.83876,100,16531.7934
-77.065475,100,16534.22012
-82.373677,100,16536.64638
-66.892539,100,16539.02199
-72.544283,100,16541.40478
-71.966877,100,16543.78086
-51.301178,100,16546.18259
-56.380973,100,16548.54884
-49.140893,100,16550.99931
-70.341644,100,16553.23136
-43.816848,100,16555.5751
-65.314799,100,16557.9053
-63.124402,100,16560.16745
-79.076682,100,16562.60502
-86.401694,100,16565.01416
-72.960102,100,16567.33918
-45.735987,100,16569.78259
-44.502546,100,16572.03502
-63.50227,100,16574.39078
-81.293469,100,16576.64772
-54.611713,100,16579.17561
-47.78623,100,16581.4476
-32.244552,100,16583.68166
-25.872259,100,16585.8309
-76.279118,100,16588.12104
-65.849103,100,16590.36761
-41.914772,100,16592.62477
-43.204288,100,16594.91853
-77.874827,100,16597.28745
-41.283594,100,16599.56618
-32.049088,100,16601.89831
-30.361066,100,16604.18654
-41.275047,100,16606.48205
-60.591112,100,16608.87191
-40.815169,100,16611.16133
-40.363728,100,16613.70661
-73.59795,100,16616.14383
-33.7065,100,16618.49315
-41.5111,100,16621.04637
-77.330395,100,16623.46573
-86.80195,100,16625.87254
-82.358288,100,16628.19793
-39.66171,100,16630.5236
-81.608548,100,16632.98345
-27.420103,100,16635.36929
-75.640954,100,16637.75656
-54.346493,100,16640.15401
-41.881042,100,16642.5319
-81.442111,100,16644.84139
-66.820523,100,16647.18371
-50.45388,100,16649.48944
-52.270523,100,16651.87547
-41.672066,100,16653.98556
-60.153685,100,16656.45834
-25.636031,100,16658.82713
-26.131046,100,16661.07689
-51.206043,100,16663.40787
-70.971579,100,16665.80956
-39.110113,100,16668.17191
-57.180142,100,16670.4438
-55.533418,100,16672.77062
-64.224513,100,16675.07796
-35.575903,100,16677.32789
-30.491383,100,16679.47749
-52.543838,100,16681.97834
-46.746018,100,16684.36777
-20.926428,100,16686.7072
-36.493133,100,16689.2779
-75.855271,100,16691.63203
-24.962154,100,16693.85462
-32.003786,100,16696.03239
-38.907016,100,16698.41582
-32.503762,100,16700.76461
-39.510857,100,16702.94587
-22.447171,100,16705.19737
-35.049587,100,16707.49483
-38.450881,100,16709.72452
-25.819487,100,16712.09882
-39.074237,100,16714.42102
-27.332932,100,16716.69132
-44.67113,100,16718.9217
-25.459185,100,16721.26239
-29.472241,100,16723.57317
-29.521334,100,16725.83212
-69.564919,100,16728.40513
-24.597821,100,16730.76877
-33.069057,100,16733.01873
-52.993581,100,16735.2655
-32.902838,100,16737.63547
-73.037985,100,16740.01303
-65.604721,100,16742.20579
-71.079906,100,16744.46502
-41.316008,100,16746.81438
-30.530994,100,16748.96356
-35.350032,100,16751.08061
-36.29918,100,16753.32001
-27.501524,100,16755.48168
-27.104402,100,16757.86027
-41.057498,100,16760.23498
-26.747435,100,16762.51611
-31.956777,100,16764.70616
-30.285472,100,16767.02724
-30.725775,100,16769.27555
-26.678706,100,16771.42326
-27.43653,100,16773.8738
-51.996876,100,16776.26395
-25.934852,100,16778.61745
-30.669918,100,16780.85522
-23.014519,100,16783.10613
-32.291549,100,16785.2733
-30.085063,100,16787.55761
-31.06472,100,16789.8426
-38.923361,100,16792.10872
-34.587841,100,16794.37024
-52.314175,100,16796.70935
-27.296299,100,16798.94238
-30.343964,100,16801.12537
-27.261037,100,16803.42718
-26.810336,100,16805.60891
-77.283525,100,16808.01995
-32.123982,100,16810.36773
-26.748869,100,16812.58183
-28.506868,100,16814.8458
-35.037214,100,16817.08854
-68.256914,100,16819.30226
-34.881972,100,16821.59658
-27.831309,100,16823.93042
-27.120498,100,16826.20821
-77.850246,100,16828.51897
-25.499689,100,16830.77954
-25.47107,100,16832.93916
-28.775675,100,16835.25408
-48.247585,100,16837.54386
-34.418604,100,16839.72321
-37.878596,100,16842.09453
-79.109967,100,16844.46689
-22.715391,100,16846.75789
-33.499614,100,16848.95948
-39.774296,100,16851.14395
-24.472538,100,16853.38303
-43.510842,100,16855.7417
-25.038585,100,16858.10237
-26.608846,100,16860.47494
-28.959523,100,16862.76325
-28.598452,100,16865.01267
-25.806319,100,16867.22594
-51.005421,100,16869.52246
-28.924405,100,16871.62351
-43.120072,100,16873.88382
-24.913034,100,16876.43659
-27.774849,100,16878.69759
-26.174833,100,16880.94308
-45.428117,100,16883.26869
-25.473708,100,16885.45615
-36.49257,100,16887.79539
-28.726898,100,16890.03499
-29.322348,100,16892.42541
-32.370492,100,16894.82056
-24.7229,100,16897.22741
-38.113291,100,16899.49748
-45.348504,100,16901.83544
-71.127118,100,16904.18711
-28.431706,100,16906.47175
-35.76872,100,16908.73644
-42.781903,100,16911.04429
-44.449406,100,16913.46025
-64.527528,100,16915.68981
-26.162187,100,16918.09503
-46.128841,100,16920.45079
-29.119256,100,16922.82475
-29.379091,100,16925.08749
-30.006927,100,16927.36055
-36.690233,100,16929.63977
-27.042873,100,16931.91508
-26.132441,100,16934.09614
-28.861057,100,16936.36347
-28.000593,100,16938.62638
-29.283041,100,16940.97495
-25.526058,100,16943.13575
-22.927738,100,16945.53197
-29.595234,100,16947.76029
-23.936641,100,16949.95756
-62.205977,100,16952.20074
-38.430315,100,16954.60144
-49.919931,100,16957.02292
-25.239162,100,16959.32896
-30.295471,100,16961.59099
-22.470768,100,16963.78963
-36.327125,100,16965.99147
-15.369952,65,16967.49059
-22.046037,100,16969.8394
-25.707499,100,16972.07545
-26.514514,100,16974.21332
-38.437369,100,16976.58743
-29.074822,100,16978.82661
-43.175981,100,16981.18943
-31.83668,100,16983.44359
-33.052669,100,16985.72808
-24.337943,100,16987.85989
-31.092609,100,16990.19419
-29.307055,100,16992.3867
-27.237635,100,16994.73736
-45.469053,100,16997.05347
-29.185242,100,16999.36381
-37.018407,100,17001.51791
-24.865227,100,17003.83764
-28.798523,100,17006.08092
-37.420766,100,17008.39862
-40.04012,100,17010.59314
-30.665991,100,17012.81971
-27.171724,100,17015.15342
-22.513569,100,17017.42031
-21.049719,100,17019.72462
-42.358882,100,17022.15571
-43.743043,100,17024.41696
-41.123514,100,17026.71737
-35.546436,100,17029.14576
-34.920028,100,17031.4544
-44.328525,100,17033.73578
-32.63855,100,17036.08796
-23.845558,100,17038.32895
-32.237966,100,17040.55304
-27.198777,100,17042.76951
-51.77404,100,17045.11376
-24.087572,100,17047.30246
-36.651826,100,17049.43857
-44.805493,100,17051.64326
-47.7215,100,17053.83622
-35.931596,100,17056.11524
-33.766215,100,17058.35568
-24.066888,100,17060.5495
-40.246767,100,17062.82742
-28.390585,100,17065.12943
-27.876496,100,17067.4015
-30.064338,100,17069.80046
-25.083044,100,17072.12904
-35.3451,100,17074.25626
-26.478293,100,17076.61761
-57.543494,100,17078.86909
-27.83279,100,17081.21352
-25.30783,100,17083.39303
-58.39064,100,17085.60823
-29.956382,100,17088.011
-25.666672,100,17090.28205
-25.061527,100,17092.49871
-32.423744,100,17094.80956
-41.257093,100,17097.17093
-20.411198,100,17099.50855
-30.094467,100,17101.76561
-31.134896,100,17104.07444
-35.097344,100,17106.44494
-29.32332,100,17108.81351
-30.236963,100,17111.06101
-80.229937,100,17113.3671
-37.847675,100,17115.78668
-45.70348,100,17118.05797
-38.412266,100,17120.27792
-31.711414,100,17122.54288
-29.145767,100,17124.9962
-34.18992,100,17127.31919
-43.810979,100,17129.59073
-26.845828,100,17131.89072
-82.601199,100,17134.12951
-42.103623,100,17136.38944
-45.353256,100,17138.76047
-39.669377,100,17141.10141
-48.155702,100,17143.33927
-50.18309,100,17145.60896
-51.551192,100,17147.99793
-51.457614,100,17150.30781
-45.869611,100,17152.56224
-40.820599,100,17154.85173
-45.430059,100,17157.19869
-51.102014,100,17159.5888
-84.666709,100,17161.88261
-56.157863,100,17164.31241
-70.071259,100,17166.67542
-45.545058,100,17168.9487
-54.600385,100,17171.2967
-45.643539,100,17173.69104
-50.963407,100,17175.9736
-39.026939,100,17178.34271
-50.038146,100,17180.67819
-58.032251,100,17183.1145
-26.550234,100,17185.29067
-46.00884,100,17187.77007
-47.73375,100,17190.23836
-30.067054,100,17192.528
-44.846682,100,17194.92126
-64.108633,100,17197.25184
-41.738063,100,17199.6251
-37.830511,100,17201.96891
-40.728285,100,17204.22853
-43.714184,100,17206.50398
-41.211068,100,17208.75977
-52.44094,100,17211.21405
-55.190151,100,17213.51149
-77.701542,100,17215.90922
-39.423357,100,17218.17078
-58.551967,100,17220.54044
-7.990461,33,17221.30725
-54.30154,100,17223.84147
-48.225973,100,17226.13279
-57.619374,100,17228.64662
-62.535489,100,17230.98927
-36.224921,100,17233.39277
-50.85978,100,17235.6776
-47.624659,100,17238.05344
-50.98824,100,17240.45694
-46.221549,100,17242.81254
-50.099121,100,17245.25535
-42.664287,100,17247.55065
-56.344697,100,17249.96413
-47.693391,100,17252.46449
-52.716988,100,17254.90523
-42.120894,100,17257.35154
-51.465458,100,17259.77913
-56.455677,100,17262.06082
-51.037372,100,17264.35597
-49.997833,100,17266.78727
-49.250913,100,17269.18175
-50.498808,100,17271.60175
-44.367697,100,17274.19609
-61.930786,100,17276.37621
-43.379222,100,17278.78657
-55.514602,100,17281.29924
-50.174342,100,17283.6263
-46.398041,100,17286.0417
-48.649103,100,17288.5095
-54.465518,100,17290.83147
-48.884679,100,17293.33326
-39.05619,100,17295.6817
-72.019018,100,17297.97448
-59.665304,100,17300.51053
-46.00157,100,17302.76513
-53.414608,100,17305.08506
-43.565352,100,17307.30162
-45.622972,100,17309.75191
-48.662273,100,17312.21494
-54.685418,100,17314.5825
-59.2045,100,17316.94217
-42.994229,100,17319.20635
-51.055851,100,17321.62146
-50.876447,100,17323.94024
-41.476416,100,17326.53458
-52.012096,100,17328.87032
-45.550497,100,17331.27183
-56.912655,100,17333.64147
-40.846204,100,17335.8535
-84.369276,100,17338.21076
-54.918501,100,17340.53541
-44.938985,100,17342.78915
-46.607271,100,17345.16341
-45.243345,100,17347.55331
-40.448192,100,17349.95868
-67.620371,100,17352.48789
-55.748082,100,17354.66924
-48.250266,100,17357.10404
-74.383198,100,17359.58421
-45.156807,100,17362.05104
-8.065033,35,17362.91501
-41.07492,100,17365.20955
-22.211275,100,17367.4308
-51.151172,100,17369.73882
-34.752785,100,17372.04197
-41.19416,100,17374.38325
-55.141881,100,17376.69808
-37.611447,100,17379.09541
-42.928604,100,17381.56224
-10.69212,46,17382.54129
-33.105083,100,17384.90855
-63.223319,100,17387.15827
-47.778872,100,17389.4219
-47.236468,100,17391.81329
-30.532521,100,17394.18259
-29.379279,100,17396.45988
-26.616261,100,17398.86502
-44.187774,100,17401.11595
-32.339085,100,17403.2846
-28.254613,100,17405.53272
-35.264417,100,17407.90465
-54.56495,100,17410.19771
-24.037835,100,17412.41626
-38.369875,100,17414.83336
-42.685911,100,17417.15286
-63.023602,100,17419.49267
-44.143957,100,17421.89327
-35.915173,100,17424.11134
-26.655933,100,17426.41839
-38.170267,100,17428.53732
-41.300881,100,17430.87834
-30.890316,100,17433.11528
-25.043133,100,17435.37056
-30.083106,100,17437.67235
-29.256936,100,17440.02358
-47.949425,100,17442.26658
-31.686642,100,17444.59672
-32.120249,100,17446.80007
-25.828941,100,17449.10521
-26.811912,100,17451.34656
-26.207526,100,17453.6933
-38.076699,100,17455.88555
-45.345274,100,17458.34021
-40.259419,100,17460.79212
-23.286473,100,17462.95296
-26.936835,100,17465.06669
-20.415429,100,17467.30128
-29.014128,100,17469.70602
-25.387878,100,17471.88763
-58.245613,100,17474.25552
-35.848848,100,17476.53841
-69.933698,100,17478.92859
-29.038806,100,17481.25626
-53.646041,100,17483.68541
-46.86047,100,17486.02207
-46.632916,100,17488.36266
-36.950374,100,17490.62083
-27.202716,100,17492.92191
-33.571931,100,17495.20563
-26.581673,100,17497.49007
-40.893353,100,17499.89957
-48.617777,100,17502.36625
-24.756294,100,17504.65419
-42.954426,100,17507.09451
-24.57886,100,17509.48542
-24.336557,100,17511.78228
-47.354688,100,17514.13813
-23.286017,100,17516.40231
-39.753692,100,17518.78085
-20.45596,100,17521.19393
-35.898391,100,17523.49893
-24.702747,100,17525.95922
-40.921671,100,17528.35655
-38.593251,100,17530.85098
-41.325998,100,17533.30208
-23.354831,100,17535.56634
-51.601559,100,17537.88589
-47.119624,100,17540.09851
-54.826941,100,17542.5746
-42.18288,100,17544.91414
-40.153791,100,17547.19909
-46.346983,100,17549.56334
-43.120657,100,17551.8484
-45.591278,100,17554.17284
-49.495659,100,17556.53086
-45.8792,100,17559.01398
-60.31038,100,17561.46218
-42.337763,100,17563.79064
-38.994679,100,17566.08544
-46.382549,100,17568.50344
-48.2553,100,17571.10203
-56.017411,100,17573.39445
-57.107196,100,17575.74636
-52.802313,100,17578.15792
-59.48004,100,17580.52413
-37.812013,100,17582.75062
-48.863907,100,17584.98421
-56.042483,100,17587.34011
-51.423917,100,17589.7069
-33.343835,100,17592.04275
-48.064394,100,17594.33881
-57.719047,100,17596.83667
-37.609311,100,17599.00501
-73.957502,100,17601.21673
-34.574883,100,17603.58493
-24.976781,100,17605.7641
-32.09874,100,17607.84966
-67.344878,100,17610.28926
-37.087121,100,17612.61995
-36.692643,100,17615.1633
-50.455746,100,17617.45901
-31.106236,100,17619.58097
-32.963787,100,17621.71904
-41.898578,100,17623.97699
-38.169542,100,17626.36699
-47.520327,100,17628.58282
-61.834119,100,17630.91978
-47.154098,100,17633.24833
-55.379513,100,17635.64034
-53.026925,100,17638.00023
-47.654908,100,17640.43623
-57.520331,100,17642.99984
-52.189156,100,17645.25589
-59.560821,100,17647.58974
-58.287477,100,17649.96837
-67.982405,100,17652.32493
-56.832845,100,17654.73458
-72.681452,100,17656.94328
-36.592562,100,17659.25301
-57.084818,100,17661.53764
-50.247951,100,17663.85553
-71.100442,100,17666.23427
-56.37397,100,17668.67307
-59.00832,100,17671.11048
-46.104272,100,17673.47101
-49.544139,100,17675.98978
-52.009932,100,17678.39752
-51.100067,100,17680.78977
-51.335416,100,17683.16238
-48.361798,100,17685.54317
-63.531956,100,17687.82566
-70.869176,100,17690.12582
-68.531613,100,17692.54951
-39.405871,100,17695.10293
-47.3843,100,17697.6513
-59.381751,100,17699.93797
-60.773438,100,17702.12022
-58.415271,100,17704.42697
-72.557364,100,17706.65504
-58.714312,100,17708.96794
-65.139262,100,17711.28152
-66.35626,100,17713.64614
-58.224803,100,17715.89739
-68.786006,100,17718.20242
-62.834452,100,17720.65943
-58.446793,100,17722.93477
-79.052014,100,17725.08808
-69.719738,100,17727.4001
-61.62829,100,17729.56886
