"#{""t_start"": 1543729345.3484435"," ""env_id"": ""BaxterReachEnv-v11""}",
r,l,t
-161.660922,100,6832.6526
-159.704298,100,6834.708179
-160.221356,100,6836.722205
-144.149533,100,6838.833774
-161.952828,100,6840.986788
-163.396198,100,6843.011786
-163.691094,100,6844.953085
-160.728692,100,6846.981291
-157.176589,100,6849.017325
-143.78267,100,6851.042385
-161.913776,100,6852.99625
-166.708774,100,6854.954704
-159.898708,100,6856.978279
-159.036856,100,6858.909693
-161.450377,100,6861.0042
-161.480609,100,6862.982244
-168.196481,100,6864.935211
-156.784759,100,6866.886425
-150.270213,100,6869.115384
-166.570667,100,6871.127767
-160.162651,100,6873.099735
-154.150555,100,6875.147815
-166.032079,100,6877.27388
-164.324982,100,6879.260349
-168.354441,100,6881.249003
-162.433107,100,6883.277308
-159.029534,100,6885.311635
-157.64537,100,6887.193264
-170.6414,100,6889.117574
-157.845114,100,6891.417435
-153.296422,100,6893.501547
-151.191964,100,6895.491731
-155.734602,100,6897.541669
-167.764296,100,6899.446787
-154.380152,100,6901.523354
-169.355016,100,6903.518176
-166.925674,100,6905.31954
-157.01906,100,6907.382769
-145.607847,100,6909.363292
-158.78222,100,6911.431078
-148.379704,100,6913.498143
-163.040272,100,6915.512223
-164.601257,100,6917.482932
-151.833869,100,6919.417205
-167.857584,100,6921.417881
-168.609089,100,6923.287602
-165.989953,100,6925.22323
-159.595526,100,6927.296014
-165.311077,100,6929.299964
-166.884195,100,6931.22236
-164.252149,100,6933.039336
-153.561988,100,6935.133393
-172.519472,100,6937.205923
-168.847663,100,6939.107646
-162.976049,100,6940.961848
-159.388037,100,6942.928845
-165.734922,100,6944.761411
-153.166822,100,6946.668489
-161.844489,100,6948.657691
-164.886582,100,6950.622137
-167.537677,100,6952.564752
-155.720938,100,6954.537012
-164.741582,100,6956.497037
-168.371994,100,6958.558964
-165.092426,100,6960.529664
-168.633703,100,6962.560594
-158.705804,100,6964.534994
-164.216359,100,6966.480372
-161.532286,100,6968.374854
-165.087674,100,6970.41186
-156.241346,100,6972.432683
-164.74551,100,6974.458466
-156.463604,100,6976.460338
-165.703033,100,6978.44177
-165.194163,100,6980.550285
-165.68607,100,6982.409358
-167.06837,100,6984.340216
-163.112404,100,6986.255821
-163.637897,100,6988.287669
-167.832062,100,6990.194905
-164.442352,100,6992.176044
-164.201744,100,6994.189356
-156.696909,100,6996.193997
-156.19152,100,6998.153104
-162.362605,100,7000.148852
-154.313358,100,7002.178715
-156.83767,100,7004.223425
-168.955403,100,7006.069649
-168.887698,100,7008.070313
-165.991634,100,7010.228141
-159.597664,100,7012.188275
-163.291701,100,7014.185523
-164.327189,100,7016.265052
-146.26413,100,7018.366233
-169.720362,100,7020.312761
-157.65801,100,7022.369433
-157.68033,100,7024.492772
-160.492909,100,7026.354383
-157.025519,100,7028.366104
-166.824677,100,7030.353018
-153.602539,100,7032.354504
-156.628444,100,7034.415064
-152.646386,100,7036.467321
-153.348851,100,7038.422063
-159.973767,100,7040.512797
-158.680576,100,7042.609679
-158.338278,100,7044.561417
-158.412514,100,7046.44015
-135.439734,100,7048.610729
-156.864582,100,7050.664305
-158.144612,100,7052.72136
-161.751247,100,7054.736075
-158.696642,100,7056.762672
-158.323493,100,7058.882992
-171.033607,100,7060.835783
-163.261388,100,7062.866615
-159.305809,100,7064.997672
-162.051888,100,7066.91318
-162.052777,100,7069.006729
-147.685853,100,7071.072512
-172.850284,100,7073.044003
-170.744084,100,7074.988506
-164.495288,100,7076.952861
-150.107436,100,7078.959411
-161.246325,100,7080.958369
-160.854524,100,7083.094792
-163.196321,100,7085.201917
-163.632324,100,7087.111068
-163.0168,100,7089.146815
-156.508053,100,7091.193033
-159.022617,100,7093.326601
-160.32493,100,7095.341816
-161.673335,100,7097.461848
-143.234316,100,7099.433086
-157.95686,100,7101.438533
-157.97957,100,7103.575908
-164.999196,100,7105.676692
-155.397924,100,7107.581757
-166.099384,100,7109.529623
-159.906379,100,7111.597742
-158.141282,100,7113.610795
-156.876486,100,7115.906203
-143.091633,100,7118.042839
-162.945842,100,7119.908197
-160.866772,100,7121.939535
-152.653897,100,7123.983992
-158.329288,100,7126.234769
-151.087847,100,7128.506442
-162.768473,100,7130.518781
-162.451908,100,7132.440672
-160.340182,100,7134.482786
-159.320097,100,7136.673604
-157.092312,100,7138.714648
-140.19973,100,7140.693362
-147.540782,100,7142.644804
-158.196019,100,7144.738024
-164.441581,100,7146.780968
-165.741446,100,7148.753142
-164.602784,100,7150.744241
-161.147886,100,7152.852335
-153.165682,100,7154.996121
-160.168237,100,7156.987912
-161.144483,100,7158.871426
-152.807451,100,7160.950959
-157.281181,100,7162.994574
-161.942876,100,7165.029285
-150.797706,100,7167.259348
-174.195845,100,7169.154075
-161.765819,100,7171.157868
-156.239192,100,7173.053124
-164.288229,100,7175.084146
-158.161263,100,7177.082759
-157.360181,100,7179.151125
-153.226942,100,7181.210286
-162.683459,100,7183.1065
-141.344103,100,7185.13068
-163.10334,100,7187.056763
-161.083405,100,7189.110084
-158.589476,100,7191.185301
-158.613654,100,7193.199917
-151.388437,100,7195.420725
-160.077007,100,7197.35587
-164.114058,100,7199.511719
-162.629329,100,7201.487952
-160.838829,100,7203.440241
-160.056897,100,7205.548726
-159.799873,100,7207.576863
-153.062457,100,7209.658539
-155.66177,100,7211.709461
-158.419828,100,7213.691789
-165.136018,100,7215.832476
-161.052448,100,7217.95734
-146.524207,100,7219.940253
-156.803459,100,7222.0083
-156.391878,100,7224.046926
-168.303415,100,7226.004455
-158.863952,100,7228.127312
-156.197917,100,7230.273446
-160.473385,100,7232.406444
-161.132499,100,7234.444843
-159.439533,100,7236.623029
-158.361043,100,7238.622279
-156.569482,100,7240.610231
-161.068439,100,7242.583823
-158.245638,100,7244.532286
-163.575915,100,7246.527947
-150.872461,100,7248.62843
-164.315568,100,7250.669473
-142.724257,100,7252.73056
-164.825244,100,7254.704479
-141.754898,100,7257.15054
-141.029303,100,7259.154692
-161.744851,100,7261.268078
-147.763784,100,7263.282401
-161.356547,100,7265.360117
-163.039099,100,7267.471912
-159.333639,100,7269.526479
-157.073824,100,7271.569774
-149.178543,100,7273.554919
-162.752882,100,7275.639273
-144.17953,100,7277.711297
-158.342225,100,7279.710624
-152.219104,100,7281.755518
-149.863854,100,7283.750355
-153.106455,100,7285.911434
-147.820574,100,7287.887254
-161.112338,100,7290.008747
-149.360887,100,7292.14899
-165.714517,100,7294.20141
-159.696607,100,7296.385922
-147.234521,100,7298.513097
-164.93084,100,7300.642762
-142.914902,100,7302.811314
-164.546197,100,7304.826025
-176.245705,100,7306.73658
-141.344861,100,7308.793132
-162.265241,100,7310.871068
-144.91748,100,7312.833915
-163.732941,100,7314.801383
-162.819219,100,7316.887067
-160.529755,100,7318.988811
-157.93833,100,7321.19178
-164.798125,100,7323.097805
-152.668773,100,7325.093554
-161.184375,100,7327.157773
-165.121083,100,7329.139458
-161.516008,100,7331.199095
-163.702071,100,7333.294731
-164.241559,100,7335.17915
-163.83187,100,7337.203627
-164.434737,100,7339.304366
-169.389995,100,7341.322913
-165.521529,100,7343.352804
-166.26405,100,7345.366695
-165.087093,100,7347.378767
-160.886186,100,7349.447005
-162.863546,100,7351.494552
-155.445093,100,7353.506937
-158.469469,100,7355.5519
-175.522461,100,7357.503671
-159.294334,100,7359.640563
-151.006649,100,7361.672939
-155.382658,100,7363.835318
-162.087744,100,7365.950402
-161.212524,100,7367.942515
-166.848874,100,7369.859589
-162.480793,100,7372.044383
-147.310159,100,7374.135785
-158.248912,100,7376.126936
-159.910397,100,7378.108798
-161.972399,100,7380.123907
-144.797049,100,7382.190058
-146.527943,100,7384.190575
-160.667762,100,7386.245473
-155.107016,100,7388.322529
-166.393343,100,7390.218466
-158.725332,100,7392.344397
-147.496377,100,7394.476413
-152.237212,100,7396.45023
-153.242052,100,7398.289285
-162.270191,100,7400.190726
-159.12913,100,7402.442669
-161.717171,100,7404.480668
-162.302741,100,7406.616742
-152.073594,100,7408.66448
-162.754332,100,7410.688525
-161.362551,100,7412.781144
-163.407312,100,7414.875959
-163.428983,100,7416.896076
-157.310497,100,7418.938861
-154.28046,100,7420.928183
-164.62203,100,7422.936835
-150.282993,100,7424.828282
-162.451588,100,7426.913825
-167.340351,100,7428.899217
-150.204822,100,7430.933682
-159.727511,100,7433.036039
-162.45675,100,7435.115683
-163.673387,100,7437.034235
-163.130023,100,7439.245625
-169.320348,100,7441.303267
-164.053479,100,7443.326282
-154.64852,100,7445.489391
-163.320121,100,7447.635097
-159.572404,100,7449.64487
-146.144871,100,7451.888697
-162.852251,100,7453.89883
-155.855044,100,7455.752225
-159.313037,100,7457.853772
-159.131791,100,7459.960614
-163.421191,100,7461.980828
-158.502365,100,7464.049154
-164.104671,100,7465.981524
-167.191611,100,7468.087405
-164.781649,100,7470.128547
-164.434973,100,7472.201828
-152.731047,100,7474.400334
-147.868811,100,7476.522066
-177.185079,100,7478.577452
-155.413345,100,7480.673387
-167.23953,100,7482.808941
-166.290746,100,7484.893919
-163.528507,100,7486.882204
-143.296516,100,7489.259091
-164.166261,100,7491.291422
-162.546651,100,7493.319139
-158.198992,100,7495.33642
-165.106223,100,7497.358467
-155.24099,100,7499.549196
-172.278561,100,7501.713804
-165.048261,100,7503.714575
-167.395581,100,7505.806497
-163.597301,100,7507.771768
-160.982753,100,7509.747622
-156.005414,100,7512.047839
-140.077203,100,7514.164716
-162.425636,100,7516.208729
-171.040856,100,7518.20808
-157.486331,100,7520.519799
-161.347069,100,7522.602095
-161.714783,100,7524.665357
-160.821158,100,7526.734211
-157.121688,100,7528.918849
-170.034249,100,7530.922472
-155.555422,100,7532.918882
-158.424951,100,7535.108262
-158.498902,100,7537.306214
-162.955687,100,7539.325088
-172.727829,100,7541.3375
-161.759561,100,7543.263442
-167.968183,100,7545.355739
-161.11556,100,7547.348073
-161.347967,100,7549.587128
-164.113202,100,7551.465194
-169.444893,100,7553.681983
-169.731753,100,7555.88305
-160.059734,100,7557.826503
-159.145571,100,7560.038115
-171.649627,100,7562.010472
-159.525145,100,7564.149501
-159.038549,100,7566.229657
-153.038197,100,7568.381534
-165.962328,100,7570.474935
-158.014323,100,7572.652105
-165.759769,100,7574.691292
-167.905514,100,7576.74827
-171.61244,100,7578.788779
-168.228778,100,7580.872846
-158.416861,100,7583.222133
-153.134833,100,7585.244328
-147.087655,100,7587.581511
-153.272197,100,7589.773634
-166.752128,100,7591.690017
-163.295898,100,7593.859845
-172.803019,100,7596.010158
-163.613715,100,7598.014783
-164.953213,100,7600.062631
-162.438326,100,7602.088562
-163.915865,100,7604.107969
-162.284474,100,7606.165288
-156.670068,100,7608.214038
-162.804552,100,7610.220215
-167.300369,100,7612.325229
-165.388866,100,7614.462715
-164.586729,100,7616.455199
-165.838936,100,7618.456075
-148.917487,100,7620.482526
-167.302354,100,7622.438021
-161.944209,100,7624.712727
-160.105914,100,7626.77803
-169.720207,100,7628.641095
-171.885501,100,7630.578634
-162.619019,100,7632.574866
-169.251316,100,7634.602235
-150.916604,100,7636.795209
-158.4822,100,7639.016513
-166.666337,100,7640.998488
-166.002435,100,7643.030708
-158.904697,100,7645.088602
-163.311123,100,7647.045066
-163.116905,100,7649.06198
-171.247779,100,7651.187023
-164.550214,100,7653.230079
-164.611685,100,7655.334175
-167.845104,100,7657.452712
-167.25308,100,7659.442584
-166.542935,100,7661.460818
-165.125502,100,7663.405036
-152.216084,100,7665.43543
-152.878874,100,7667.570792
-155.932012,100,7669.600254
-154.566373,100,7671.754663
-162.357237,100,7673.753553
-168.472765,100,7675.635256
-156.672836,100,7677.59223
-166.588309,100,7679.645246
-157.444075,100,7681.553869
-170.989215,100,7683.475716
-167.139522,100,7685.521216
-169.624883,100,7687.595468
-164.825522,100,7689.630292
-166.815613,100,7691.538462
-154.489495,100,7693.607274
-162.69372,100,7695.763434
-163.28061,100,7697.879546
-150.048272,100,7699.959677
-155.284911,100,7701.879009
-157.536762,100,7704.119179
-162.825995,100,7706.021562
-162.366202,100,7707.976136
-160.909039,100,7709.932231
-171.338254,100,7711.851255
-164.456053,100,7713.834754
-162.664687,100,7715.901686
-160.322918,100,7717.887942
-166.487017,100,7719.921815
-165.597262,100,7721.972338
-162.946618,100,7723.893625
-165.020355,100,7725.93237
-176.160116,100,7727.92486
-167.417897,100,7729.91678
-162.904748,100,7732.063676
-164.155104,100,7734.071396
-162.103696,100,7736.098863
-164.333088,100,7738.076341
-170.498645,100,7740.054291
-162.983048,100,7742.066248
-157.866889,100,7743.996627
-158.938949,100,7745.939472
-165.973257,100,7748.038235
-167.330057,100,7750.05797
-157.771177,100,7752.228067
-166.538035,100,7754.218032
-164.707118,100,7756.206152
-165.392318,100,7758.33422
-164.541256,100,7760.324259
-162.345559,100,7762.360366
-163.56945,100,7764.42168
-160.266692,100,7766.592851
-160.564002,100,7768.710022
-163.542527,100,7770.73889
-160.431897,100,7772.757007
-163.823656,100,7774.894853
-162.401544,100,7776.743205
-157.856392,100,7778.754481
-163.858565,100,7780.763219
-150.017134,100,7783.085315
-160.813119,100,7785.095878
-141.615857,100,7787.385556
-155.471814,100,7789.461955
-165.507775,100,7791.476536
-147.607811,100,7793.531199
-153.749329,100,7795.57457
-167.138182,100,7797.570447
-161.866821,100,7799.519797
-151.240856,100,7801.418649
-163.868735,100,7803.45198
-164.252304,100,7805.516198
-163.281796,100,7807.4753
-151.152183,100,7809.494566
-162.591001,100,7811.635795
-163.342124,100,7813.638127
-158.837276,100,7815.776976
-162.134295,100,7817.900674
-148.500769,100,7820.046449
-162.322643,100,7822.194575
-163.56938,100,7824.149386
-156.687637,100,7826.397728
-167.003413,100,7828.391339
-166.186569,100,7830.42023
-162.480495,100,7832.422101
-163.333829,100,7834.517273
-161.988573,100,7836.564429
-166.055507,100,7838.614364
-162.312265,100,7840.75573
-163.086286,100,7842.797283
-153.775735,100,7844.745332
-147.453679,100,7846.689517
-161.990931,100,7848.75498
-163.372671,100,7850.72039
-157.303538,100,7852.85881
-153.132267,100,7854.959014
-163.114562,100,7856.920105
-161.514328,100,7858.946324
-157.614558,100,7860.989494
-162.12524,100,7863.043056
-150.043413,100,7864.887085
-164.201968,100,7866.87605
-162.029093,100,7868.859614
-156.219682,100,7871.174524
-158.210587,100,7873.198328
-163.257839,100,7875.252572
-161.949257,100,7877.304517
-163.770593,100,7879.204808
-155.215313,100,7881.305989
-157.117409,100,7883.280354
-151.17741,100,7885.461634
-163.073037,100,7887.651842
-160.462388,100,7889.566551
-161.918859,100,7891.667096
-151.689335,100,7893.646563
-164.421604,100,7895.640541
-162.842829,100,7897.591554
-160.454946,100,7899.650709
-165.687955,100,7901.690173
-162.135607,100,7903.755873
-162.098893,100,7905.828199
-163.112261,100,7907.785446
-169.611692,100,7909.816582
-165.009258,100,7911.896482
-145.675397,100,7914.174502
-163.175686,100,7916.215624
-153.339954,100,7918.051247
-159.594198,100,7920.077224
-164.719265,100,7922.244673
-163.617303,100,7924.189587
-165.40869,100,7926.262233
-169.520157,100,7928.240071
-167.002388,100,7930.44306
-158.157461,100,7932.549639
-159.930061,100,7934.577615
-163.604407,100,7936.595827
-162.29254,100,7938.622077
-165.693469,100,7940.704668
-155.0751,100,7942.798672
-164.89108,100,7944.748726
-163.144426,100,7946.748311
-161.703869,100,7948.815566
-164.735367,100,7950.826998
-140.027166,100,7953.152884
-162.43956,100,7955.182845
-163.135753,100,7957.129092
-163.006373,100,7959.252483
-162.068009,100,7961.252202
-150.478908,100,7963.17005
-162.578895,100,7965.053659
-163.292277,100,7967.165933
-160.342086,100,7969.339564
-150.141433,100,7971.62514
-163.969047,100,7973.692725
-157.842494,100,7975.828601
-163.001067,100,7977.972388
-160.48275,100,7979.920238
-135.189599,100,7982.472476
-176.142234,100,7984.485513
-156.775458,100,7986.670753
-162.764318,100,7988.70728
-161.740111,100,7990.728244
-152.044945,100,7992.918276
-161.73834,100,7995.071848
-158.869632,100,7997.100494
-162.933019,100,7999.126261
-161.638814,100,8001.050143
-163.399083,100,8002.886832
-164.833173,100,8004.891357
-164.006746,100,8006.830646
-161.52406,100,8008.830167
-160.052969,100,8010.818037
-166.753347,100,8012.748097
-161.337863,100,8014.742155
-165.458234,100,8016.72045
-166.421785,100,8018.822941
-164.390073,100,8020.819439
-164.752049,100,8022.919094
-167.367585,100,8024.960116
-165.155775,100,8026.958037
-161.909708,100,8029.012692
-164.701731,100,8031.028195
-165.680487,100,8033.109023
-164.361119,100,8035.01601
-162.152287,100,8036.9306
-162.467247,100,8038.845443
-163.053746,100,8040.754363
-162.387208,100,8042.969901
-165.198679,100,8044.944635
-154.57914,100,8047.048331
-158.423845,100,8049.186055
-162.563102,100,8051.145753
-159.767738,100,8053.21116
-159.467737,100,8055.26883
-165.749974,100,8057.266078
-145.753269,100,8059.299944
-165.442084,100,8061.272075
-162.331019,100,8063.307499
-160.316975,100,8065.281497
-162.468449,100,8067.285627
-167.18077,100,8069.216805
-153.198824,100,8071.29205
-160.283293,100,8073.24174
-156.450291,100,8075.029743
-155.897193,100,8077.159254
-161.9284,100,8079.206978
-168.659647,100,8081.299162
-159.733851,100,8083.282105
-157.064295,100,8085.280993
-160.894769,100,8087.274975
-157.990056,100,8089.300814
-158.515373,100,8091.324404
-164.457199,100,8093.321622
-161.008259,100,8095.316851
-145.51055,100,8097.398258
-157.810668,100,8099.598913
-160.761101,100,8101.654351
-159.730942,100,8103.69981
-161.631013,100,8105.620173
-160.823845,100,8107.634458
-159.617482,100,8109.600252
-160.264811,100,8111.497124
-161.454143,100,8113.405801
-159.867066,100,8115.424115
-165.417184,100,8117.359414
-180.930158,100,8119.300825
-165.204599,100,8121.318073
-165.650161,100,8123.362572
-158.049435,100,8125.250781
-164.738075,100,8127.305824
-161.767805,100,8129.293711
-162.915568,100,8131.185316
-158.721565,100,8133.190298
-156.859949,100,8135.212155
-160.734849,100,8137.271118
-166.938905,100,8139.177586
-159.349931,100,8141.078076
-155.457758,100,8143.255526
-157.643306,100,8145.393848
-159.419297,100,8147.259573
-165.442735,100,8149.158175
-154.559827,100,8151.238882
-160.432415,100,8153.084081
-151.17074,100,8155.214462
-159.782236,100,8157.262074
-159.60753,100,8159.374933
-158.617812,100,8161.433203
-159.537822,100,8163.399445
-156.474705,100,8165.381592
-156.161022,100,8167.375593
-151.313972,100,8169.544389
-157.059004,100,8171.482392
-153.275969,100,8173.546161
-159.178489,100,8175.368466
-147.271167,100,8177.541601
-149.941429,100,8179.680204
-152.855099,100,8181.779812
-152.116741,100,8183.890548
-152.613308,100,8185.910798
-151.378554,100,8187.923471
-157.15666,100,8189.889991
-151.532055,100,8192.028656
-156.655752,100,8194.080111
-154.7309,100,8196.141815
-155.010646,100,8198.227978
-154.10807,100,8200.343843
-154.46328,100,8202.166476
-156.893254,100,8204.06081
-156.16728,100,8206.071896
-150.087802,100,8208.101279
-155.186783,100,8210.312867
-155.04372,100,8212.354113
-150.839142,100,8214.483035
-154.232438,100,8216.650899
-159.599372,100,8218.64603
-161.198108,100,8220.61835
-146.737447,100,8222.726859
-155.387426,100,8224.87964
-137.25573,100,8226.868099
-150.027114,100,8228.889419
-154.629329,100,8230.973842
-155.083808,100,8233.035456
-151.205474,100,8235.242848
-150.558876,100,8237.458795
-150.768684,100,8239.502444
-153.57435,100,8241.40148
-150.339599,100,8243.587119
-150.537617,100,8245.569192
-155.250677,100,8247.682508
-140.13415,100,8249.777121
-138.725419,100,8251.649734
-154.331737,100,8253.781677
-149.503518,100,8255.935454
-145.813567,100,8257.964719
-144.435865,100,8260.124892
-140.780829,100,8262.24666
-149.373882,100,8264.288853
-140.111211,100,8266.344113
-147.83291,100,8268.455752
-150.13402,100,8270.506715
-139.891927,100,8272.739718
-139.886617,100,8274.810238
-144.304916,100,8276.904633
-140.472716,100,8279.096442
-150.061099,100,8281.077018
-148.083216,100,8283.15953
-134.228166,100,8285.334941
-141.141148,100,8287.641317
-149.639043,100,8289.614398
-138.390483,100,8291.655501
-139.818409,100,8293.994593
-137.638665,100,8296.155318
-146.550836,100,8298.252399
-137.551548,100,8300.493358
-140.609197,100,8302.641081
-145.157012,100,8304.823383
-145.823557,100,8306.849619
-147.025413,100,8308.863083
-145.826988,100,8311.016215
-143.463487,100,8313.214005
-139.464467,100,8315.308486
-117.718088,100,8317.787333
-149.990127,100,8319.920283
-144.984918,100,8322.037793
-137.652762,100,8324.101319
-139.191193,100,8326.34718
-151.111071,100,8328.489407
-143.51126,100,8330.649325
-145.589947,100,8332.810677
-144.545082,100,8334.928811
-147.128739,100,8337.060701
-153.002856,100,8338.989527
-149.258327,100,8341.216535
-151.775812,100,8343.266082
-140.192668,100,8345.405857
-149.669085,100,8347.493391
-143.122748,100,8349.629138
-147.063355,100,8351.621783
-150.520647,100,8353.80109
-144.475881,100,8355.931333
-146.108937,100,8358.003794
-139.986474,100,8360.211659
-144.008736,100,8362.467753
-148.334344,100,8364.653064
-146.106102,100,8366.758915
-148.190024,100,8368.772547
-141.421595,100,8370.868883
-148.706428,100,8373.114139
-146.584061,100,8375.183187
-143.678739,100,8377.281978
-139.873194,100,8379.210524
-149.798681,100,8381.214381
-144.104258,100,8383.264908
-144.754611,100,8385.309549
-137.187744,100,8387.471324
-143.979987,100,8389.49674
-147.831957,100,8391.583314
-151.403657,100,8393.787925
-150.512172,100,8395.730188
-139.188638,100,8397.664489
-145.814107,100,8399.739399
-146.08765,100,8401.926381
-149.465045,100,8404.055791
-114.575005,100,8406.617616
-139.536995,100,8408.763305
-149.13072,100,8410.923518
-141.798128,100,8412.995327
-144.588962,100,8415.048115
-153.129427,100,8417.127512
-148.382205,100,8419.374525
-148.966514,100,8421.393923
-151.097154,100,8423.480952
-148.46231,100,8425.464739
-137.008446,100,8427.740719
-145.690827,100,8429.887508
-145.184391,100,8432.188169
-148.499979,100,8434.402797
-145.330106,100,8436.571962
-146.159052,100,8438.627125
-122.662825,100,8441.078723
-144.277159,100,8443.285858
-145.782937,100,8445.264576
-146.054283,100,8447.372483
-140.108841,100,8449.410556
-145.975149,100,8451.549167
-145.929344,100,8453.752953
-146.849366,100,8455.728016
-144.86002,100,8457.904335
-110.33022,100,8460.366647
-132.247201,100,8462.423482
-144.069843,100,8464.560094
-148.465843,100,8466.593656
-147.185313,100,8468.79495
-147.355983,100,8470.799144
-148.28202,100,8472.977725
-150.102431,100,8475.049331
-151.739151,100,8477.109654
-146.055871,100,8479.280577
-150.618956,100,8481.430779
-151.942528,100,8483.484404
-137.802478,100,8485.626121
-148.913835,100,8487.666095
-145.823544,100,8489.812959
-147.551238,100,8491.884998
-150.14846,100,8493.991383
-149.107232,100,8496.018584
-150.421297,100,8498.075017
-148.866787,100,8500.137217
-149.199016,100,8502.196122
-154.363201,100,8504.159407
-144.678524,100,8506.372142
-148.106678,100,8508.518804
-146.610411,100,8510.694165
-148.939572,100,8512.88724
-149.133604,100,8515.046123
-141.592716,100,8517.21481
-133.868953,100,8519.595134
-143.768311,100,8521.691882
-141.529697,100,8523.847755
-134.22777,100,8526.158379
-147.272214,100,8528.172027
-143.405871,100,8530.409318
-140.590184,100,8532.452772
-137.67395,100,8534.555587
-142.071726,100,8536.723213
-142.298844,100,8538.803114
-139.345715,100,8540.916806
-141.131248,100,8542.903921
-134.316597,100,8545.135005
-141.904857,100,8547.354264
-143.101967,100,8549.512774
-147.056811,100,8551.546384
-145.620933,100,8553.506679
-143.916251,100,8555.484093
-135.813404,100,8557.649555
-146.412486,100,8559.742009
-145.618515,100,8561.875333
-143.842365,100,8563.923987
-144.13146,100,8565.914536
-140.759743,100,8567.995137
-138.738261,100,8569.914521
-147.915387,100,8571.819362
-146.853184,100,8573.803779
-144.553279,100,8575.872358
-144.385249,100,8577.876304
-143.04478,100,8579.88956
-143.002994,100,8581.917227
-131.546611,100,8583.958324
-137.29919,100,8586.119033
-133.820316,100,8588.068113
-131.238086,100,8590.256576
-131.502097,100,8592.433633
-128.732012,100,8594.576251
-137.976123,100,8596.693691
-139.944081,100,8598.792198
-137.745514,100,8600.960404
-131.355516,100,8603.208868
-136.017966,100,8605.349757
-137.195244,100,8607.569051
-131.183864,100,8609.759443
-134.895397,100,8611.797548
-131.832796,100,8613.897372
-128.335761,100,8616.053017
-127.58959,100,8618.27871
-133.27999,100,8620.415753
-137.045629,100,8622.589143
-141.60251,100,8624.670396
-128.416731,100,8626.746465
-135.744267,100,8628.997241
-134.514274,100,8631.215463
-133.747366,100,8633.491245
-134.844209,100,8635.640662
-133.746733,100,8637.743421
-136.787023,100,8639.800076
-142.917926,100,8642.117685
-135.790971,100,8644.377803
-132.432736,100,8646.521616
-131.120879,100,8648.770726
-132.318491,100,8651.019404
-129.132647,100,8653.374193
-118.960758,100,8655.732058
-128.401311,100,8657.881941
-131.98751,100,8659.956801
-140.796721,100,8662.052125
-134.587395,100,8664.335135
-133.616227,100,8666.499346
-130.510161,100,8668.585648
-139.500836,100,8670.795067
-126.896858,100,8673.007404
-135.014348,100,8675.051076
-132.520755,100,8677.294337
-135.023359,100,8679.330899
-137.042229,100,8681.521044
-132.382469,100,8683.725469
-133.178858,100,8685.958198
-132.437924,100,8688.189453
-139.764304,100,8690.206631
-133.653927,100,8692.338828
-127.290301,100,8694.55626
-133.885042,100,8696.843887
-131.847565,100,8698.938615
-132.758407,100,8701.189934
-128.043344,100,8703.348384
-141.00519,100,8705.480527
-133.954345,100,8707.687195
-131.822043,100,8709.842005
-137.242795,100,8712.064537
-132.386121,100,8714.28319
-134.440837,100,8716.344945
-131.740742,100,8718.506804
-130.804807,100,8720.565644
-137.682674,100,8722.895182
-132.375084,100,8725.076086
-139.359472,100,8727.267998
-140.034196,100,8729.444669
-142.92325,100,8731.763878
-133.126199,100,8733.919839
-129.890398,100,8736.133104
-138.007797,100,8738.158639
-136.053384,100,8740.160112
-135.679883,100,8742.16929
-140.513285,100,8744.387014
-134.588149,100,8746.538876
-133.762102,100,8748.605103
-131.133154,100,8750.920152
-136.312509,100,8753.158271
-131.885704,100,8755.367243
-129.821259,100,8757.685443
-128.328355,100,8759.794845
-134.229215,100,8762.032272
-111.058375,100,8764.671177
-106.127997,100,8767.40158
-129.320503,100,8769.67029
-131.914873,100,8771.827823
-116.307898,100,8774.442231
-129.696218,100,8776.694439
-132.006271,100,8778.934686
-130.216667,100,8781.099483
-136.606842,100,8783.358257
-137.52576,100,8785.537892
-119.613721,100,8788.136782
-135.055524,100,8790.258008
-125.377776,100,8792.434483
-130.289182,100,8794.583302
-129.045461,100,8796.772738
-132.767041,100,8798.980116
-130.658408,100,8801.197408
-131.024203,100,8803.333178
-131.80486,100,8805.477094
-134.115459,100,8807.593308
-132.662361,100,8809.587027
-132.767692,100,8811.606215
-105.628782,100,8814.350835
-125.116238,100,8816.498608
-123.672166,100,8818.610761
-133.599919,100,8820.719504
-128.380648,100,8822.925985
-128.595907,100,8825.156933
-132.364937,100,8827.467736
-133.714698,100,8829.550955
-133.485116,100,8831.593655
-133.575136,100,8833.814142
-132.584251,100,8835.978777
-134.829153,100,8838.013214
-134.633997,100,8840.120263
-131.487194,100,8842.202233
-131.1111,100,8844.487059
-132.228251,100,8846.600578
-133.376139,100,8848.903528
-133.48027,100,8850.931928
-134.370111,100,8853.017568
-131.540987,100,8855.128527
-130.315453,100,8857.312835
-132.324638,100,8859.420326
-132.674589,100,8861.642949
-122.39294,100,8863.999793
-122.115054,100,8866.215608
-128.121613,100,8868.508477
-129.093514,100,8870.618768
-131.023378,100,8872.863333
-119.876812,100,8875.106718
-130.430905,100,8877.272633
-129.65681,100,8879.540581
-123.000437,100,8881.780473
-128.673256,100,8884.038982
-126.29364,100,8886.195145
-126.627974,100,8888.234828
-128.148966,100,8890.334628
-129.131506,100,8892.4898
-128.213064,100,8894.758417
